label,probability,pred_label,uncertainty
1,0.9560579061508179,1,0.39370492100715637
0,2.6267887975229843e-17,0,0.04977825656533241
0,6.2913723120061604e-09,0,0.09576670080423355
0,0.0030856996309012175,0,0.25713926553726196
0,4.817972154569361e-08,0,0.10611020773649216
0,1.8461631539240823e-15,0,0.05567050352692604
0,0.7901130318641663,1,0.5586566925048828
0,1.2311348772039987e-13,0,0.06304043531417847
0,3.775046247822544e-12,0,0.07066486775875092
0,1.6966960458830727e-07,0,0.11370476335287094
0,3.318362837116673e-13,0,0.06507422775030136
0,4.3355688483792676e-10,0,0.08489325642585754
0,3.2308328076284025e-17,0,0.05003601685166359
0,3.6566158434503393e-10,0,0.08428394049406052
0,8.925328084854752e-21,0,0.041523586958646774
0,7.760777021026399e-10,0,0.08704444020986557
0,5.185469241497653e-12,0,0.07146644592285156
0,5.089642041156139e-10,0,0.08547504246234894
0,1.7320214408750659e-16,0,0.05223013088107109
0,2.3186480845396613e-15,0,0.056025873869657516
0,2.0387195931448332e-08,0,0.10147978365421295
0,9.72140475893413e-15,0,0.05836953967809677
0,1.123757561636878e-19,0,0.04382847249507904
0,2.3278349294393263e-18,0,0.04694660007953644
1,0.9991980195045471,1,0.2191159725189209
1,0.7150222659111023,1,0.5515009164810181
0,3.242375120459845e-18,0,0.04731462895870209
1,0.9915395379066467,1,0.29568952322006226
0,1.1650211351188489e-10,0,0.08040811121463776
0,0.001999620581045747,0,0.24352242052555084
1,1.0,1,0.09936267882585526
0,4.274167542924296e-18,0,0.04762591794133186
0,6.891003455162858e-17,0,0.05100254341959953
0,7.1121797687312416e-12,0,0.07228250801563263
0,4.6699713120526044e-15,0,0.05714673921465874
1,0.9383304715156555,1,0.42352136969566345
0,2.5032722561626553e-15,0,0.056146375834941864
0,1.188348976166259e-16,0,0.05172128975391388
0,7.503893506566328e-09,0,0.09658175706863403
0,1.7188027043313348e-11,0,0.07466361671686172
0,7.434045241373755e-13,0,0.06682808697223663
0,7.997815604232628e-11,0,0.07921022176742554
0,2.1235270571178183e-15,0,0.05588825047016144
1,0.9997941851615906,1,0.190689817070961
0,8.957982966517619e-11,0,0.07956749945878983
0,8.954128883979548e-17,0,0.05134546756744385
0,3.795231312424588e-20,0,0.04281008988618851
0,1.8518007765221112e-13,0,0.06386216729879379
0,4.705955712817051e-21,0,0.04097902402281761
0,2.8833470039635334e-16,0,0.052934687584638596
0,9.59003346143746e-20,0,0.04367672652006149
0,1.4231236086498924e-18,0,0.04641051962971687
0,6.408245667444135e-08,0,0.10774065554141998
0,2.145331201575118e-08,0,0.10174292325973511
